movie_title,release_date,genre,metascore
Accidental Love,20-Mar-15,"Comedy,Romance",20
Summer 1993,25-May-18,"Drama,Family",81
The Saddest Music in the World,30-Apr-04,"Drama,Fantasy,Comedy,Romance,Music,Musical",78
Going Upriver: The Long War of John Kerry,01-Oct-04,"Biography,History,Documentary",70
Willard,14-Mar-03,"Drama,Thriller,Horror",61
My Date with Drew,05-Aug-05,Documentary,51
Alexandra,26-Mar-08,"Drama,War",85
Gunner Palace,04-Mar-05,"War,Documentary",70
Best Worst Movie,23-Apr-10,Documentary,61
Kahlil Gibran's The Prophet,07-Aug-15,"Drama,Animation",61
The Concert,30-Jul-10,"Drama,Comedy,Music",60
The Best of Enemies,05-Apr-19,"Biography,Drama,History",49
The Possession of Michael King,22-Aug-14,Horror,34
The War Zone,10-Dec-99,Drama,68
Addams Family Values,19-Nov-93,"Fantasy,Comedy",62
Hellion,13-Jun-14,"Drama,Thriller",55
A Good Woman,06-Feb-06,"Drama,Comedy,Romance",53
Burke and Hare,09-Sep-11,"Thriller,Comedy",46
The Other Woman,04-Feb-11,"Drama,Comedy",37
Once Upon a Time in Venice,16-Jun-17,"Action,Thriller,Comedy",28
My Dog Tulip,01-Sep-10,"Drama,Animation",80
The Nightingale,02-Aug-19,"Adventure,Drama,Thriller,Crime",76
The Dangerous Lives of Altar Boys,14-Jun-02,"Drama,Comedy",69
Shut Up and Play the Hits,18-Jul-12,"Music,Documentary",72
North Face,29-Jan-10,"Adventure,Drama,History,Sport",67
Creature,09-Sep-11,Horror,31
In the Company of Men,01-Aug-97,"Drama,Comedy",81
Nicholas Nickleby,27-Dec-02,Drama,71
The Last Winter,21-Sep-07,"Thriller,Horror",69
Grace Is Gone,07-Dec-07,Drama,65
Comic-Con Episode IV: A Fan's Hope,06-Apr-12,Documentary,64
Pope Francis - A Man of His Word,18-May-18,"Biography,Documentary",63
5 Flights Up,08-May-15,Drama,55
Cracks,18-Mar-11,"Drama,Thriller,Romance",54
When Will I Be Loved,10-Sep-04,"Drama,Thriller",39
Lake of Fire,03-Oct-07,Documentary,83
The Man Who Knew Too Much,01-Jun-56,"Drama,Thriller",78
Child's Pose,19-Feb-14,Drama,77
The 12th Man,04-May-18,"Drama,History,Thriller,War",70
Tokyo!,06-Mar-09,Drama,63
The Arbor,27-Apr-11,"Biography,Documentary",88
It Felt Like Love,21-Mar-14,Drama,76
The Secret of NIMH,16-Jul-82,"Adventure,Sci-Fi,Drama,Thriller,Fantasy,Animation,Family",76
Cure,27-Jul-01,"Mystery,Thriller,Horror,Crime",70
Her Smell,12-Apr-19,"Drama,Music",69
Jimmy's Hall,03-Jul-15,"Drama,History",63
The Children Act,14-Sep-18,Drama,62
Kumaré,22-Jun-12,Documentary,60
Don't Move,11-Mar-05,"Drama,Romance",59
Escape from L.A.,09-Aug-96,"Action,Adventure,Sci-Fi,Thriller",54
Left Luggage,22-Sep-00,Drama,51
Wonderland,03-Oct-03,"Drama,Mystery,Thriller,Crime",43
Reclaim,19-Sep-14,"Drama,Thriller",26
Sister,05-Oct-12,Drama,81
The Spanish Prisoner,03-Apr-98,"Drama,Mystery,Thriller",70
Teddy Bear,24-Aug-12,Drama,70
Grazia's Island,23-May-03,"Drama,Comedy",65
Java Heat,10-May-13,"Action,Drama,Thriller,Crime",35
The Missing Picture,04-Oct-13,Documentary,87
Wilbur Wants to Kill Himself,12-Mar-04,"Drama,Comedy",69
The Wall,31-May-13,"Drama,Fantasy",67
Born to Be Wild,08-Apr-11,Documentary,66
Freaks,13-Sep-19,"Sci-Fi,Drama,Thriller",63
Cachorro,05-Nov-04,"Drama,Comedy",63
The German Doctor,25-Apr-14,"Drama,History,Thriller",62
Alone in Berlin,13-Jan-17,Drama,52
The Good Night,05-Oct-07,"Drama,Fantasy,Comedy,Romance",49
The Bang Bang Club,22-Apr-11,Drama,48
A Teacher,06-Sep-13,Drama,47
The Samaritan,18-May-12,Thriller,37
Princess Cyd,03-Nov-17,"Drama,Romance",72
The Inevitable Defeat of Mister and Pete,11-Oct-13,Drama,61
Educating Rita,21-Sep-83,"Drama,Comedy",52
Legend of the Fist: The Return of Chen Zhen,22-Apr-11,"Action,Drama,History",49
The Gospel,07-Oct-05,"Drama,Music",46
Darling Companion,20-Apr-12,Drama,41
The Wonders,30-Oct-15,Drama,76
The Outlaw Josey Wales,30-Jun-76,Western,69
An Ideal Husband,18-Jun-99,"Comedy,Romance",67
Moebius,01-Aug-14,Drama,66
Men & Chicken,22-Apr-16,"Sci-Fi,Drama,Mystery,Comedy",64
Klown,27-Jul-12,Comedy,62
Texas Chainsaw Massacre: The Next Generation,07-Oct-94,"Thriller,Horror,Comedy",50
Dudley Do-Right,27-Aug-99,"Comedy,Romance,Family",44
Night Comes On,03-Aug-18,Drama,79
The Black Power Mixtape 1967-1975,09-Sep-11,Documentary,73
Detropia,07-Sep-12,Documentary,68
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",09-Mar-07,Documentary,65
Comedian,11-Oct-02,Documentary,62
Low Down,24-Oct-14,"Biography,Drama,Music,Family",58
Casi divas,21-Aug-09,"Comedy,Musical",55
Merchants of Doubt,06-Mar-15,Documentary,70
Crooklyn,13-May-94,"Drama,Comedy",65
100 Bloody Acres,28-Jun-13,"Horror,Comedy",63
Lower City,16-Jun-06,Drama,61
Frontera,05-Sep-14,"Drama,Western",58
First Snow,23-Mar-07,"Drama,Thriller",58
Loverboy,16-Jun-06,"Drama,Romance",45
Garden Party,11-Jul-08,Drama,31
Heavy Trip,05-Oct-18,"Comedy,Music",72
The Cotton Club,14-Dec-84,"Drama,Crime,Music",68
Bettie Page Reveals All,22-Nov-13,Documentary,64
Oranges and Sunshine,21-Oct-11,Drama,60
Jug Face,09-Aug-13,"Drama,Thriller,Horror",58
Deathtrap,19-Mar-82,"Mystery,Thriller,Comedy,Crime",54
El Chicano,03-May-19,Drama,46
Private Fears in Public Places,13-Apr-07,"Drama,Romance",77
Master Z: Ip Man Legacy,12-Apr-19,"Action,Crime",72
Mohawk,02-Mar-18,"Action,Drama,History,Thriller,Horror,Romance,War",70
Ask Dr. Ruth,10-May-19,"Biography,Documentary",68
Everything Put Together,02-Nov-01,Drama,63
Quiet Chaos,26-Jun-09,"Drama,Romance",51
Crocodile Dundee II,25-May-88,"Action,Adventure,Comedy",41
Interstellar,05-Nov-14,"Action,Adventure,Sci-Fi,Mystery",74
The Avengers,04-May-12,"Action,Adventure,Sci-Fi,Thriller",69
Rogue One: A Star Wars Story,16-Dec-16,"Action,Adventure,Sci-Fi,Fantasy,War",65
Dunkirk,21-Jul-17,"Action,Drama,History,Thriller,War",94
Pan's Labyrinth,29-Dec-06,"Drama,Mystery,Thriller,Fantasy,War",98
The Amazing Spider-Man 2,02-May-14,"Action,Adventure,Fantasy",53
Indiana Jones and the Kingdom of the Crystal Skull,22-May-08,"Action,Adventure,Thriller",65
The Hobbit: The Battle of the Five Armies,17-Dec-14,"Adventure,Fantasy",59
Deadpool 2,18-May-18,"Action,Adventure,Sci-Fi,Comedy",66
Harry Potter and the Deathly Hallows: Part I,19-Nov-10,"Action,Adventure,Mystery,Fantasy",65
21 Jump Street,16-Mar-12,"Action,Comedy,Crime",69
The Incredible Hulk,13-Jun-08,"Action,Sci-Fi,Thriller",61
"Three Billboards Outside Ebbing, Missouri",10-Nov-17,"Drama,Comedy,Crime",88
Lincoln,09-Nov-12,"Biography,Drama,History,War",86
Shaun of the Dead,24-Sep-04,"Horror,Comedy",76
Rush,20-Sep-13,"Action,Biography,Drama,Sport",75
The Maze Runner,19-Sep-14,"Action,Sci-Fi,Mystery,Thriller",57
Your Name.,07-Apr-17,"Drama,Fantasy,Romance,Animation",79
Men in Black III,25-May-12,"Action,Sci-Fi,Comedy",58
The Usual Suspects,16-Aug-95,"Mystery,Thriller,Crime",77
Million Dollar Baby,15-Dec-04,"Drama,Sport",86
Catch Me If You Can,25-Dec-02,"Biography,Drama,Comedy,Crime",75
Before Midnight,24-May-13,"Drama,Romance",94
Heat,15-Dec-95,"Drama,Thriller,Crime",76
Steve Jobs,09-Oct-15,"Biography,Drama",82
City of God,17-Jan-03,"Drama,Crime",79
Machete,03-Sep-10,"Action,Adventure,Thriller,Comedy,Crime",60
The Adjustment Bureau,04-Mar-11,"Sci-Fi,Thriller,Romance",60
Death Note,25-Aug-17,"Action,Adventure,Drama,Mystery,Thriller,Fantasy,Horror,Crime",43
Falling Down,26-Feb-93,"Drama,Thriller,Crime",56
The Guest,17-Sep-14,"Action,Mystery,Thriller",76
Walk the Line,18-Nov-05,"Biography,Drama,Romance,Music",72
Taken 2,05-Oct-12,"Action,Drama,Thriller,Crime",45
The Road,25-Nov-09,"Adventure,Drama,Thriller",64
Crank,01-Sep-06,"Action,Drama,Thriller,Crime",57
Bee Movie,02-Nov-07,"Adventure,Comedy,Animation,Family",54
The Magnificent Seven,23-Sep-16,"Action,Adventure,Western",54
Beasts of the Southern Wild,27-Jun-12,"Drama,Fantasy",86
G.I. Joe: Retaliation,29-Mar-13,"Action,Adventure,Sci-Fi,Thriller",41
Saving Mr. Banks,13-Dec-13,"Biography,Drama,History,Comedy,Music,Family",65
Cars 3,16-Jun-17,"Adventure,Sport,Comedy,Animation,Family",59
A Serious Man,02-Oct-09,Drama,79
Upgrade,01-Jun-18,"Action,Sci-Fi,Thriller,Horror,Comedy",67
Battlefield Earth: A Saga of the Year 3000,12-May-00,"Action,Sci-Fi",9
Madagascar,27-May-05,"Adventure,Comedy,Animation,Family",57
Ultraviolet,03-Mar-06,"Action,Sci-Fi",18
Blade: Trinity,08-Dec-04,"Action,Adventure,Thriller,Fantasy",38
You Were Never Really Here,06-Apr-18,"Drama,Mystery,Thriller",84
The Salesman,27-Jan-17,"Drama,Thriller",85
Poltergeist,22-May-15,"Thriller,Horror",47
Paul Blart: Mall Cop,16-Jan-09,"Action,Comedy,Crime,Family",39
Bad Times at the El Royale,12-Oct-18,"Drama,Mystery,Thriller,Horror,Crime",60
The Assassination of Jesse James by the Coward Robert Ford,21-Sep-07,"Biography,Drama,History,Crime,Western",68
2 Guns,02-Aug-13,"Action,Drama,Thriller,Comedy,Crime",55
St. Vincent,10-Oct-14,"Drama,Comedy",64
"The Way, Way Back",05-Jul-13,"Drama,Comedy",68
Wonder,17-Nov-17,"Drama,Family",66
Out of the Furnace,04-Dec-13,"Drama,Thriller,Crime",63
This Is It,28-Oct-09,"Music,Documentary",67
Shanghai Noon,26-May-00,"Action,Adventure,Comedy,Western",77
The Lincoln Lawyer,18-Mar-11,Drama,63
The Deer Hunter,08-Dec-78,"Drama,War",86
17 Again,17-Apr-09,"Drama,Comedy,Romance",48
Team America: World Police,15-Oct-04,"Action,Adventure,Comedy",64
American Pie 2,10-Aug-01,"Comedy,Romance",43
Money Monster,13-May-16,"Drama,Mystery,Thriller,Crime",55
Detroit,28-Jul-17,"Drama,History,Thriller,Crime",77
Spy Kids,30-Mar-01,"Action,Adventure,Sci-Fi,Comedy,Family",71
Epic,24-May-13,"Adventure,Fantasy,Comedy,Animation,Family",52
We Bought a Zoo,23-Dec-11,"Drama,Comedy",58
Vampires Suck,18-Aug-10,Comedy,18
Seventh Son,06-Feb-15,"Action,Adventure,Fantasy,Family",30
Doubt,12-Dec-08,"Drama,Mystery",68
Carnage,16-Dec-11,"Drama,Comedy",61
World Trade Center,09-Aug-06,"Drama,History",66
Maggie,08-May-15,"Drama,Thriller,Fantasy,Horror",52
Upstream Color,05-Apr-13,"Sci-Fi,Drama",81
The Dilemma,14-Jan-11,"Drama,Comedy",46
Cold War,21-Dec-18,"Drama,Romance,Music",90
Triple 9,26-Feb-16,"Action,Drama,Thriller,Crime",52
The Mule,14-Dec-18,"Drama,Mystery,Thriller,Crime",58
Edge of Darkness,29-Jan-10,"Drama,Thriller,Crime",55
101 Dalmatians,27-Nov-96,"Adventure,Comedy,Family",49
Mommy,23-Jan-15,Drama,74
Semi-Pro,29-Feb-08,"Sport,Comedy",47
Pride and Prejudice and Zombies,05-Feb-16,"Action,Thriller,Horror,Comedy,Romance",45
Grosse Pointe Blank,11-Apr-97,"Thriller,Comedy,Romance,Crime",76
Ginger Snaps,26-Oct-01,"Drama,Horror",70
Meet Joe Black,13-Nov-98,"Drama,Mystery,Fantasy,Romance",43
Force Majeure,24-Oct-14,"Drama,Comedy",87
Trollhunter,10-Jun-11,"Action,Adventure,Drama,Thriller,Horror",61
The DUFF,20-Feb-15,Comedy,56
Tangerine,10-Jul-15,"Drama,Comedy",85
Legally Blonde,13-Jul-01,Comedy,59
Seed of Chucky,12-Nov-04,"Thriller,Horror,Comedy",46
Annie Hall,20-Apr-77,"Drama,Comedy,Romance",92
Mr. Bean's Vacation,24-Aug-07,"Comedy,Family",56
Gulliver's Travels,25-Dec-10,"Adventure,Comedy",33
I Feel Pretty,20-Apr-18,Comedy,48
The Savages,28-Nov-07,"Drama,Comedy",85
Dead Man,10-May-96,"Drama,Fantasy,Western",62
Superbabies: Baby Geniuses 2,27-Aug-04,"Comedy,Family",9
The Hate U Give,05-Oct-18,"Drama,Crime",81
Yogi Bear,17-Dec-10,"Adventure,Comedy,Animation,Family",35
After Hours,13-Sep-85,"Thriller,Comedy",90
3000 Miles to Graceland,23-Feb-01,"Action,Thriller,Comedy,Crime",21
American Animals,01-Jun-18,"Drama,Crime",68
Away We Go,05-Jun-09,"Drama,Comedy,Romance",58
Bring It On,25-Aug-00,"Sport,Comedy",52
Flatliners,29-Sep-17,"Sci-Fi,Drama,Thriller,Horror",27
Going in Style,07-Apr-17,"Comedy,Crime",50
Don't Think Twice,22-Jul-16,"Drama,Comedy",83
The Old Man & the Gun,28-Sep-18,"Drama,Comedy,Crime",80
Shortbus,04-Oct-06,"Drama,Romance",64
12 Rounds,27-Mar-09,"Action,Thriller,Crime",38
Balls of Fury,29-Aug-07,"Action,Sport,Comedy,Romance,Crime",38
Barbershop: The Next Cut,15-Apr-16,Comedy,67
Hold the Dark,28-Sep-18,"Adventure,Drama,Mystery,Thriller,Horror",63
Serenity,25-Jan-19,"Sci-Fi,Drama,Mystery,Thriller",37
Platoon,06-Feb-87,"Drama,War",92
Anonymous,28-Oct-11,Drama,50
The Flintstones,27-May-94,"Comedy,Crime,Family",38
Hard Eight,28-Feb-97,"Drama,Thriller,Crime",78
The Age of Innocence,17-Sep-93,"Drama,Romance",90
Spy Game,21-Nov-01,"Action,Thriller,Crime",63
The Tale of Despereaux,19-Dec-08,"Adventure,Fantasy,Comedy,Animation,Family",53
Paranoia,16-Aug-13,"Drama,Thriller",32
Malcolm X,18-Nov-92,"Biography,Drama,History",72
Pollock,15-Dec-00,"Biography,Drama",77
Stand by Me,22-Aug-86,"Adventure,Drama",75
Departures,29-May-09,"Drama,Comedy,Music",68
The Tall Man,31-Aug-12,"Drama,Mystery,Thriller,Horror,Crime",52
An American Haunting,05-May-06,"Mystery,Thriller,Horror",38
Bratz,03-Aug-07,"Comedy,Music,Family",21
You Will Meet a Tall Dark Stranger,22-Sep-10,"Comedy,Romance",51
Admission,22-Mar-13,"Drama,Comedy,Romance",48
Eye of the Beholder,28-Jan-00,"Mystery,Thriller",29
Love Is Strange,22-Aug-14,Drama,82
Sleeping Beauty,02-Dec-11,Drama,57
The Doors,01-Mar-91,"Biography,Drama,Music",62
In the Mix,23-Nov-05,"Comedy,Romance,Crime,Music",31
Space Cowboys,04-Aug-00,"Adventure,Thriller",73
We Are the Best!,30-May-14,Drama,87
This Must Be the Place,02-Nov-12,"Drama,Comedy",61
Taking Woodstock,26-Aug-09,"Drama,Comedy,Music",55
Crimson Tide,12-May-95,"Action,Drama,Thriller",66
3-Iron,29-Apr-05,"Drama,Romance,Crime",72
Damsels in Distress,06-Apr-12,"Drama,Comedy,Romance",67
Eating Out 2: Sloppy Seconds,24-Nov-06,"Comedy,Romance",39
Third Person,20-Jun-14,"Drama,Romance",38
Infinitely Polar Bear,19-Jun-15,"Drama,Comedy",64
Sleepless,13-Jan-17,"Action,Thriller,Crime",34
Late Night,07-Jun-19,"Drama,Comedy",70
Maid in Manhattan,13-Dec-02,"Drama,Comedy,Romance",45
Thief,27-Mar-81,"Action,Drama,Thriller,Crime",78
Spider,20-Dec-02,"Drama,Mystery",83
Taxi to the Dark Side,18-Jan-08,"Crime,War,Documentary",82
Cam,16-Nov-18,"Mystery,Thriller,Horror",71
Belle,02-May-14,Drama,64
ATL,31-Mar-06,"Drama,Comedy,Romance,Crime,Music",63
Venus,21-Dec-06,"Drama,Comedy,Romance",82
Genius,10-Jun-16,"Biography,Drama",56
Capturing the Friedmans,30-May-03,"Biography,Mystery,Crime,Documentary",90
Border,26-Oct-18,"Drama,Thriller,Fantasy,Romance",75
Starman,14-Dec-84,"Adventure,Sci-Fi,Drama,Romance",71
Merry Christmas,03-Mar-06,"Drama,Romance,War,Music",70
Bride & Prejudice,11-Feb-05,"Drama,Comedy,Romance,Musical",55
Fantasia,13-Nov-40,"Fantasy,Music,Animation,Family",96
Miss Pettigrew Lives for a Day,07-Mar-08,"Comedy,Romance",63
Berlin Syndrome,26-May-17,"Drama,Mystery,Thriller,Horror",70
Severance,18-May-07,"Thriller,Horror,Comedy",62
The In Crowd,19-Jul-00,"Drama,Mystery,Thriller",14
Fateless,06-Jan-06,Drama,87
Pina,23-Dec-11,"Musical,Documentary",83
Stealing Harvard,13-Sep-02,"Drama,Comedy,Crime",25
Double Indemnity,06-Jul-44,"Drama,Mystery,Thriller,Crime,Film-Noir",95
Graduation,07-Apr-17,"Drama,Crime",84
Sweet and Lowdown,03-Dec-99,"Comedy,Music",70
Pathology,18-Apr-08,"Thriller,Horror,Crime",55
Hours,13-Dec-13,"Drama,Thriller",55
Fallen Angels,30-Jan-98,"Drama,Comedy,Romance,Crime",71
Cold Souls,07-Aug-09,"Drama,Comedy",69
Intruders,30-Mar-12,"Thriller,Horror",45
Flame and Citron,31-Jul-09,"Drama,History,Thriller,Crime,War",74
On Her Majesty's Secret Service,19-Dec-69,"Action,Adventure,Thriller",61
Reversal of Fortune,17-Oct-90,"Drama,Mystery",93
The Muppet Movie,22-Jun-79,"Adventure,Comedy,Family,Musical",74
The Party,16-Feb-18,"Drama,Comedy",73
47 Meters Down: Uncaged,16-Aug-19,"Adventure,Drama,Thriller,Horror",43
Sweet Country,06-Apr-18,"Adventure,Drama,History,Thriller,Crime,Western",87
Every Day,23-Feb-18,"Drama,Fantasy,Romance",52
Talk to Me,13-Jul-07,"Biography,Drama,History,War,Music",69
Mesrine: Killer Instinct,27-Aug-10,"Action,Biography,Drama,Thriller,Crime",71
Manito,13-Jun-03,"Drama,Family",71
Don Juan DeMarco,07-Apr-95,"Drama,Comedy,Romance",63
Spread,14-Aug-09,"Drama,Comedy,Romance",43
The Dark Crystal,17-Dec-82,"Adventure,Fantasy,Family",66
Below,11-Oct-02,"Mystery,Thriller,Horror",55
For Your Eyes Only,26-Jun-81,"Action,Adventure,Thriller",54
We Don't Live Here Anymore,13-Aug-04,"Drama,Romance",66
A Dog's Way Home,11-Jan-19,"Adventure,Drama,Family",50
The Sacrament,06-Jun-14,"Thriller,Horror",49
Moonraker,29-Jun-79,"Action,Adventure,Sci-Fi,Thriller",66
Naked Gun 33 1/3: The Final Insult,18-Mar-94,"Comedy,Crime",63
Good People,26-Sep-14,"Action,Thriller,Crime",42
Midnight Sun,23-Mar-18,"Drama,Romance",38
We Steal Secrets: The Story of WikiLeaks,24-May-13,"Comedy,Documentary",76
American Hardcore,22-Sep-06,"Music,Documentary",69
The Naked Gun 2½: The Smell of Fear,28-Jun-91,"Comedy,Crime",65
The Hunting Party,07-Sep-07,"Adventure,Drama,Thriller,Comedy,War",54
The Wind Will Carry Us,28-Jul-00,Drama,86
The Hunchback of Notre Dame,21-Jun-96,"Drama,Romance,Animation,Family,Musical",74
"Planes, Trains & Automobiles",25-Nov-87,Comedy,72
African Cats,22-Apr-11,Documentary,61
Baggage Claim,27-Sep-13,Comedy,34
Moolaadé,15-Oct-04,Drama,91
Lorna's Silence,31-Jul-09,Drama,80
Calibre,29-Jun-18,Thriller,76
The King of Comedy,18-Feb-83,"Drama,Thriller,Comedy,Crime",73
Nostalgia for the Light,18-Mar-11,"Drama,Documentary",91
The First Wives Club,20-Sep-96,Comedy,58
Cujo,12-Aug-83,"Thriller,Horror",57
You're Not You,10-Oct-14,Drama,56
The Other Side of Hope,01-Dec-17,"Drama,Comedy",84
For the Bible Tells Me So,05-Oct-07,Documentary,73
"Good Morning, Vietnam",15-Jan-88,"Biography,Drama,Comedy,War",67
Damsel,22-Jun-18,"Drama,Comedy,Western",63
Flawless,28-Mar-08,"Drama,Thriller,Crime",57
The Comedian,03-Feb-17,Comedy,40
A Band Called Death,28-Jun-13,Documentary,77
Journey's End,16-Mar-18,"Drama,War",73
Puzzle,27-Jul-18,Drama,66
Avenue Montaigne,16-Feb-07,"Drama,Comedy,Romance",64
Crocodile Dundee,26-Sep-86,"Adventure,Comedy",62
The Program,18-Mar-16,"Biography,Drama,Sport",53
City Lights,07-Mar-31,"Drama,Comedy,Romance",99
At the Height of Summer,06-Jul-01,Drama,72
It's a Disaster,12-Apr-13,"Drama,Comedy",57
Daydream Nation,06-May-11,"Drama,Romance",57
The Benefactor,15-Jan-16,Drama,40
A Case of You,06-Nov-13,"Comedy,Romance",38
Non-Fiction,03-May-19,"Drama,Comedy,Romance",79
Always Shine,25-Nov-16,Thriller,72
A Brave Heart: The Lizzie Velasquez Story,25-Sep-15,"Biography,Family,Documentary",70
Saving Face,27-May-05,"Drama,Comedy,Romance",65
Screamers,08-Dec-06,"Music,Documentary",55
Martyrs,22-Jan-16,"Drama,Thriller,Horror",22
Under the Sand,04-May-01,"Drama,Mystery",86
Western,16-Feb-18,Drama,81
Light of My Life,09-Aug-19,Drama,67
What Keeps You Alive,24-Aug-18,"Thriller,Horror",66
Off the Black,08-Dec-06,Drama,62
A Star Is Born,17-Dec-76,"Drama,Romance,Music",59
Jack and Diane,02-Nov-12,"Drama,Horror,Romance",45
Margaret Cho: Assassin,02-Sep-05,"Comedy,War",40
Concert for George,03-Oct-03,"Music,Documentary",82
El Angel,09-Nov-18,"Biography,Drama,Crime",61
Dog Pound,29-Mar-13,Drama,57
The Virginity Hit,10-Sep-10,Comedy,40
Yadon ilaheyya,17-Jan-03,"Drama,Comedy,Romance,War",74
Alive Inside,18-Jul-14,"Documentary,News",67
Fried Green Tomatoes,24-Jan-92,Drama,64
Eden,20-Mar-13,Drama,63
Maverick,20-May-94,"Action,Adventure,Thriller,Comedy,Western",62
The Isle,23-Aug-02,Drama,61
Jet Lag,13-Jun-03,"Comedy,Romance",53
3 Faces,08-Mar-19,Drama,78
Little Otik,19-Dec-01,"Drama,Thriller,Fantasy,Horror,Comedy,Animation",74
The Cave of the Yellow Dog,10-Nov-06,Drama,73
Prevenge,24-Mar-17,"Drama,Thriller,Fantasy,Horror,Comedy",71
Smoke,09-Jun-95,"Drama,Comedy",70
Bombshell: The Hedy Lamarr Story,24-Nov-17,"Biography,History,War,Documentary",70
The Good Thief,02-Apr-03,"Drama,Thriller,Crime",68
Carancho,11-Feb-11,"Drama,Thriller,Romance,Crime",66
Come Early Morning,10-Nov-06,"Drama,Romance",64
Rust Creek,04-Jan-19,"Drama,Thriller",59
Finding Your Feet,30-Mar-18,"Drama,Comedy,Romance",53
The Runner,07-Aug-15,Drama,39
Bad Johnson,02-May-14,"Fantasy,Comedy",25
The White Diamond,01-Jun-05,"Adventure,Documentary",83
The Silence,08-Mar-13,"Drama,Thriller,Crime",72
Watermark,04-Apr-14,Documentary,68
The Motel Life,08-Nov-13,"Drama,Mystery,Thriller",61
Great Expectations,08-Nov-13,"Drama,Romance",60
Lola Versus,08-Jun-12,Comedy,49
The Weight of Water,01-Nov-02,"Mystery,Thriller",45
The Boy,14-Aug-15,"Drama,Thriller,Horror",45
Jesus Henry Christ,20-Apr-12,Comedy,41
Nature Calls,09-Nov-12,Comedy,30
Welcome to Sarajevo,26-Nov-97,"Drama,War",72
The Tao of Steve,04-Aug-00,"Drama,Comedy,Romance",70
People Places Things,14-Aug-15,Comedy,68
Memories of Tomorrow,18-May-07,Drama,68
Lunacy,09-Aug-06,Horror,63
Too Late,18-Mar-16,Drama,54
Last Weekend,29-Aug-14,"Drama,Comedy",40
Hellions,18-Sep-15,Horror,34
"I Travel Because I Have to, I Come Back Because I Love You",25-Mar-11,Drama,87
Lifeboat,28-Jan-44,"Drama,War",78
Knafayim Shvurot,12-Mar-04,Drama,75
Paris 05:59: Théo & Hugo,27-Jan-17,"Drama,Romance",74
Monkey Shines,29-Jul-88,"Sci-Fi,Drama,Thriller,Horror",71
The Syrian Bride,16-Nov-05,"Drama,Comedy",70
Waging a Living,22-Jun-05,Documentary,70
The Cuckoo,11-Jul-03,"Drama,Comedy,War",69
The Other F Word,02-Nov-11,"Drama,Comedy,Music,Documentary",60
Bang Rajan,06-Aug-04,"Action,Drama,History,War",59
Tuvalu,07-Dec-01,"Drama,Comedy,Romance",58
Danny Deckchair,11-Aug-04,"Comedy,Romance",56
Taxman,17-Sep-99,"Action,Thriller,Comedy,Crime",48
The Next Karate Kid,09-Sep-94,"Action,Drama,Sport,Romance,Family",36
Manny,23-Jan-15,"Drama,Sport,Documentary",35
The Big Risk,18-Nov-05,"Drama,Thriller,Romance,Crime",84
Eureka,04-May-01,Drama,78
Bliss,07-Aug-09,Drama,71
Home Movie,03-May-02,Documentary,67
Crown Heights,18-Aug-17,"Biography,Drama,Romance,Crime",64
Two Lovers and a Bear,16-Dec-16,"Drama,Romance",61
Monster Hunt,22-Jan-16,"Action,Fantasy,Comedy",53
She's One of Us,21-Jan-05,Drama,52
Lucas,28-Mar-86,"Drama,Comedy,Romance",75
Beauty in Trouble,13-Jun-08,"Drama,Comedy",75
The Dirty Dozen,15-Jun-67,"Action,Adventure,War",73
Trumbo,27-Jun-08,"Biography,Documentary",71
The Prisoner or: How I Planned to Kill Tony Blair,23-Mar-07,Documentary,67
Flow: For Love of Water,12-Sep-08,Documentary,67
Bonjour Monsieur Shlomi,02-Jul-04,"Drama,Comedy",59
Captive,10-Nov-06,Drama,59
Red Dawn,10-Aug-84,"Action,Drama",55
Evelyn,13-Dec-02,Drama,55
Big Sur,01-Nov-13,Drama,49
Constellation,02-Feb-07,Drama,41
3 Ninjas Kick Back,06-May-94,"Action,Comedy,Family",39
All Quiet on the Western Front,24-Aug-30,"Drama,War",91
Screwball,29-Mar-19,Documentary,72
Arthur,17-Jul-81,"Comedy,Romance",69
Above and Beyond,30-Jan-15,"Adventure,History,War,Documentary",69
Scotty and the Secret History of Hollywood,27-Jul-18,Documentary,67
The Grand,21-Mar-08,Comedy,57
The Woman on the 6th Floor,07-Oct-11,Comedy,52
Lies,17-Nov-00,Drama,47
Angel of Mine,30-Aug-19,"Drama,Mystery,Thriller",47
Tasting Menu,18-Apr-14,Comedy,29
The Best and the Brightest,24-Jun-11,Comedy,26
Doctor Strange,04-Nov-16,"Action,Adventure,Sci-Fi,Fantasy",72
Guardians of the Galaxy Vol. 2,05-May-17,"Action,Adventure,Sci-Fi,Comedy",67
Ratatouille,29-Jun-07,"Fantasy,Comedy,Animation,Family",96
Pacific Rim,12-Jul-13,"Action,Adventure,Sci-Fi,Fantasy",65
Star Wars: Episode I - The Phantom Menace,19-May-99,"Action,Adventure,Sci-Fi,Fantasy",51
Get Out,24-Feb-17,"Mystery,Thriller,Horror,Comedy",84
Titanic,19-Dec-97,"Drama,Romance",75
Nightcrawler,31-Oct-14,"Drama,Thriller,Crime",76
Rise of the Planet of the Apes,05-Aug-11,"Action,Adventure,Sci-Fi",68
The Witch,19-Feb-16,"Mystery,Horror",83
Serenity,30-Sep-05,"Action,Adventure,Sci-Fi,Thriller",74
