movie_title,release_date,genre,metascore
Hit So Hard,13-Apr-12,"Biography,Music,Documentary",52
Particles of Truth,17-Sep-04,Drama,48
Fun Mom Dinner,04-Aug-17,Comedy,46
Peter and Vandy,09-Oct-09,"Drama,Romance",44
Shall We Kiss?,27-Mar-09,"Comedy,Romance",70
Peggy Guggenheim: Art Addict,06-Nov-15,"Biography,History,Documentary",68
Burning Sands,10-Mar-17,Drama,63
Year of the Fish,29-Aug-08,"Fantasy,Romance,Animation",53
Muppets from Space,14-Jul-99,"Adventure,Sci-Fi,Fantasy,Comedy,Family",53
Kick-Ass,16-Apr-10,"Action,Thriller,Crime",66
Pirates of the Caribbean: Dead Man's Chest,07-Jul-06,"Action,Adventure,Fantasy",53
Green Lantern,17-Jun-11,"Action,Sci-Fi",39
X2: X-Men United,02-May-03,"Action,Sci-Fi,Thriller",68
Requiem for a Dream,06-Oct-00,Drama,68
1408,22-Jun-07,"Thriller,Horror",64
John Carter,09-Mar-12,"Action,Adventure,Sci-Fi,Fantasy",51
Mission: Impossible II,24-May-00,"Action,Adventure,Thriller",59
The Illusionist,18-Aug-06,"Drama,Mystery,Thriller,Romance",68
Horrible Bosses,08-Jul-11,"Comedy,Crime",57
The Expendables,13-Aug-10,"Action,Adventure,Thriller",45
Braveheart,24-May-95,"Action,Biography,Drama,History,War",68
Meet the Spartans,25-Jan-08,"Comedy,War",9
Tinker Tailor Soldier Spy,09-Dec-11,Thriller,85
The Godfather: Part III,25-Dec-90,"Action,Drama,Thriller,Crime",60
The Book of Eli,15-Jan-10,"Action,Adventure,Drama,Thriller,Western",53
Moulin Rouge!,18-May-01,"Drama,Romance,Musical",66
The Passion of the Christ,25-Feb-04,"Drama,History",47
Trainwreck,17-Jul-15,"Comedy,Romance",75
Maze Runner: The Scorch Trials,18-Sep-15,"Action,Sci-Fi,Thriller",43
Knowing,20-Mar-09,"Action,Sci-Fi,Drama,Mystery,Thriller",41
Saw III,27-Oct-06,"Thriller,Horror,Crime",48
Dumb and Dumber To,14-Nov-14,Comedy,36
Fracture,20-Apr-07,"Drama,Mystery,Thriller,Crime",68
The Fast and the Furious: Tokyo Drift,16-Jun-06,"Action,Drama,Thriller,Crime",45
Ice Age: Dawn of the Dinosaurs,01-Jul-09,"Action,Adventure,Comedy,Romance,Animation,Family",50
Dirty Grandpa,22-Jan-16,Comedy,21
Shark Tale,01-Oct-04,"Comedy,Animation,Family",48
RED 2,19-Jul-13,"Action,Thriller,Comedy,Crime",47
There's Something About Mary,15-Jul-98,"Comedy,Romance",69
The Box,06-Nov-09,"Sci-Fi,Drama,Mystery,Thriller",47
The Proposal,19-Jun-09,"Drama,Comedy,Romance",48
The Watch,27-Jul-12,"Sci-Fi,Comedy",36
Waterworld,28-Jul-95,"Action,Adventure,Sci-Fi,Thriller",56
Rush Hour 3,10-Aug-07,"Action,Thriller,Comedy,Crime",44
The Book Thief,08-Nov-13,"Drama,War",53
Das Boot,10-Feb-82,"Action,Drama,History,War",86
Perfume: The Story of a Murderer,29-Dec-06,"Drama,Thriller",56
Sky High,29-Jul-05,"Adventure,Sci-Fi,Comedy,Family",62
The Boy in the Striped Pajamas,07-Nov-08,"Drama,Thriller,War",55
Why Him?,23-Dec-16,Comedy,39
Bedtime Stories,25-Dec-08,"Fantasy,Comedy,Family",33
Fatal Attraction,18-Sep-87,"Drama,Thriller",67
Little Nicky,10-Nov-00,"Fantasy,Comedy,Romance",38
Shallow Grave,10-Feb-95,"Drama,Thriller,Comedy,Crime",67
Annie,19-Dec-14,"Drama,Comedy,Family,Musical",33
Mute,23-Feb-18,"Sci-Fi,Mystery,Thriller",35
Shaolin Soccer,15-Aug-03,"Action,Sport,Comedy",68
Dear John,05-Feb-10,"Drama,Romance,War",43
Enemy at the Gates,16-Mar-01,"Drama,History,Thriller,War",53
The Last House on the Left,13-Mar-09,"Drama,Thriller,Horror,Crime",42
The Bounty Hunter,19-Mar-10,"Action,Comedy,Romance,Crime",22
Johnny English,18-Jul-03,"Action,Adventure,Comedy",51
Whatever Works,19-Jun-09,"Comedy,Romance",45
Runner Runner,04-Oct-13,"Drama,Thriller,Crime",36
She's the Man,17-Mar-06,"Comedy,Romance",45
Deuce Bigalow: Male Gigolo,10-Dec-99,Comedy,30
Confessions of a Dangerous Mind,31-Dec-02,"Biography,Drama,Thriller,Comedy,Romance,Crime",67
Elizabeth: The Golden Age,12-Oct-07,"Biography,Drama,History,Romance",45
Murder Mystery,14-Jun-19,"Action,Drama,Mystery,Comedy,Romance,Crime",38
Cowboy Bebop the Movie: Knockin' on Heaven's Door,04-Apr-03,"Action,Sci-Fi,Thriller,Comedy,Crime,Animation",61
The Edge of Democracy,19-Jun-19,"History,Documentary",81
Hobo with a Shotgun,06-May-11,"Action,Adventure,Thriller,Crime",55
Frozen,05-Feb-10,"Drama,Thriller",43
Timbuktu,28-Jan-15,Drama,92
Garfield: A Tail of Two Kitties,16-Jun-06,"Comedy,Family",37
Beerfest,25-Aug-06,Comedy,46
The Final Girls,09-Oct-15,"Horror,Comedy",59
Just Friends,23-Nov-05,"Comedy,Romance",47
The Game Plan,28-Sep-07,"Sport,Comedy,Family",44
The Santa Clause,11-Nov-94,"Drama,Fantasy,Comedy,Family",57
CHIPS,24-Mar-17,"Action,Drama,Comedy,Crime",28
What's Your Number?,30-Sep-11,Comedy,35
Alpha and Omega,17-Sep-10,"Adventure,Comedy,Animation,Family",36
Cats & Dogs: The Revenge of Kitty Galore,30-Jul-10,"Action,Comedy,Family",30
"Honey, I Shrunk the Kids",23-Jun-89,"Adventure,Sci-Fi,Comedy,Family",63
Big Momma's House 2,27-Jan-06,"Action,Thriller,Comedy",34
Tequila Sunrise,02-Dec-88,"Action,Thriller,Romance,Crime",62
Pieces of April,17-Oct-03,"Drama,Comedy",70
Lost in Space,03-Apr-98,"Action,Adventure,Sci-Fi,Thriller",42
Suspect Zero,27-Aug-04,"Sci-Fi,Thriller,Horror,Crime",37
What Lies Beneath,21-Jul-00,"Drama,Mystery,Thriller,Horror",51
Welcome To Marwen,21-Dec-18,"Biography,Drama,Fantasy,Comedy,Animation",40
Things to Come,02-Dec-16,Drama,88
Perfect Stranger,13-Apr-07,"Drama,Mystery,Thriller,Crime",31
Rumble Fish,08-Oct-83,Drama,63
Saved!,28-May-04,"Drama,Comedy",62
Stick It,28-Apr-06,"Drama,Sport,Comedy",53
Two Night Stand,26-Sep-14,"Comedy,Romance",45
The Choice,05-Feb-16,"Drama,Romance",26
We Are What We Are,27-Sep-13,"Drama,Thriller,Horror",71
A Fistful of Dollars,18-Jan-67,Western,65
A Glimpse Inside the Mind of Charles Swan III,08-Feb-13,Comedy,28
Jungle,20-Oct-17,"Action,Adventure,Biography,Drama,Thriller",48
Dangerous Minds,11-Aug-95,"Drama,Thriller,Crime",47
Joyful Noise,13-Jan-12,"Comedy,Music",44
ATM,06-Apr-12,"Thriller,Horror",34
Love the Coopers,13-Nov-15,Comedy,31
Incarnate,02-Dec-16,"Thriller,Horror",30
Support the Girls,24-Aug-18,Comedy,85
Racing Stripes,14-Jan-05,"Adventure,Drama,Sport,Comedy,Family",43
The Dressmaker,23-Sep-16,Drama,47
Antwone Fisher,19-Dec-02,"Biography,Drama,Romance",62
You Kill Me,22-Jun-07,"Thriller,Comedy,Romance,Crime",64
Table 19,03-Mar-17,"Drama,Comedy",40
Firehouse Dog,04-Apr-07,"Action,Comedy,Family",43
Last Night,06-May-11,"Drama,Romance",50
Van Wilder 2: The Rise of Taj,01-Dec-06,"Comedy,Romance",21
Dogman,12-Apr-19,"Drama,Thriller,Crime",71
Shall We Dance,15-Oct-04,"Drama,Comedy,Romance",47
Romeo & Juliet,11-Oct-13,"Drama,Romance",41
Jimi: All Is by My Side,26-Sep-14,"Biography,Drama,Music",66
Robin Hood,08-Nov-73,"Adventure,Comedy,Romance,Animation,Family",57
Where's the Party Yaar?,05-Sep-03,Comedy,56
Grumpy Old Men,25-Dec-93,"Drama,Comedy",53
Bamboozled,06-Oct-00,"Drama,Comedy,Music",50
Inequality for All,27-Sep-13,Documentary,68
Flash of Genius,03-Oct-08,Drama,57
Jauja,20-Mar-15,"Drama,Western",77
The Rewrite,13-Feb-15,"Comedy,Romance",51
Wyatt Earp,24-Jun-94,"Action,Adventure,Biography,Romance,Western",47
Transit,01-Mar-19,Drama,82
The Clearing,02-Jul-04,"Drama,Thriller",60
"Where'd You Go, Bernadette",16-Aug-19,"Drama,Mystery,Comedy",51
Newsies,10-Apr-92,"Drama,Family,Musical",46
Hollywood Ending,03-May-02,"Comedy,Romance",46
The 9th Life of Louis Drax,02-Sep-16,"Mystery,Thriller",41
The Loneliest Planet,26-Oct-12,Thriller,76
Hail Satan?,17-Apr-19,Documentary,76
Womb,30-Mar-12,"Sci-Fi,Drama,Romance",48
New York Minute,07-May-04,Comedy,33
My Perestroika,23-Mar-11,"Biography,History,Family,Documentary,News",90
My Golden Days,18-Mar-16,Drama,87
Fire at Sea,21-Oct-16,Documentary,87
Blaze,17-Aug-18,"Biography,Drama,Music",75
Ladies in Lavender.,29-Apr-05,"Drama,Mystery,Romance,Music",61
High Crimes,05-Apr-02,"Drama,Thriller,Crime",48
My Voyage to Italy,19-Oct-01,Documentary,90
About Cherry,21-Sep-12,Drama,33
I Called Him Morgan,24-Mar-17,"Drama,History,Music,Documentary",90
Little Voice,04-Dec-98,"Drama,Comedy,Romance,Music",68
Forks Over Knives,06-May-11,Documentary,57
The Big Kahuna,28-Apr-00,"Drama,Comedy",56
Better Living Through Chemistry,14-Mar-14,"Drama,Comedy",40
"The Night Is Short, Walk On Girl",21-Aug-18,"Adventure,Fantasy,Comedy,Romance,Animation,Family",65
Ping Pong Playa,05-Sep-08,"Sport,Comedy,Family",55
St. Trinian's,28-Aug-09,Comedy,39
Legend,18-Apr-86,"Adventure,Fantasy,Romance",30
Pain and Glory,04-Oct-19,Drama,88
Manufactured Landscapes,20-Jun-07,Documentary,79
Train of Life,05-Nov-99,"Drama,Comedy,Romance,War",62
Cocaine Cowboys,27-Oct-06,"Crime,Documentary",59
Forsaken,19-Feb-16,"Drama,Western",55
Newness,03-Nov-17,"Drama,Romance",50
Time Out,29-Mar-02,Drama,88
Warriors of the Rainbow: Seediq Bale,27-Apr-12,"Action,Drama,History",62
Winter Passing,17-Feb-06,"Drama,Comedy",56
Shaolin,09-Sep-11,"Action,Drama",53
In the Tall Grass,04-Oct-19,"Drama,Thriller,Horror",46
Boomerang,01-Jul-92,"Comedy,Romance",45
Together,30-May-03,"Drama,Music",60
Delicacy,16-Mar-12,"Comedy,Romance",53
The Promotion,06-Jun-08,Comedy,51
Loving Pablo,05-Oct-18,"Action,Biography,Drama,History,Mystery,Comedy,Romance,Crime",42
Captain Pantoja and the Special Services,27-Sep-02,"Drama,Comedy",51
Edge of Winter,12-Aug-16,"Drama,Thriller",50
The Girl Without Hands,21-Jul-17,Animation,82
Claire's Camera,09-Mar-18,Drama,80
Pale Rider,28-Jun-85,Western,61
Happenstance,02-Nov-01,"Drama,Comedy",59
A Midsummer Night's Dream,13-Jul-18,"Fantasy,Comedy",67
Altered States,25-Dec-80,"Sci-Fi,Thriller,Horror",58
Love Object,13-Feb-04,"Drama,Thriller,Horror,Comedy,Romance",45
ma ma,20-May-16,Drama,31
Dragonslayer,04-Nov-11,Documentary,71
Next Stop Wonderland,21-Aug-98,"Drama,Comedy,Romance",71
Muppet Treasure Island,16-Feb-96,"Action,Adventure,Comedy,Romance,Family,Musical",64
Swimming Upstream,04-Feb-05,"Biography,Drama,Sport",58
Maybe Baby,24-Aug-01,"Comedy,Romance",46
Stoned,24-Mar-06,"Biography,Drama,Music",41
The Ignorant Fairies,20-Sep-02,Drama,69
Running on Empty,09-Sep-88,"Drama,Romance,Crime,Music",67
Favela Rising,02-Jun-06,Documentary,65
Difret,23-Oct-15,"Biography,Drama,History,Crime",61
Benji: Off the Leash!,20-Aug-04,"Drama,Family",49
King of Thieves,25-Jan-19,"Drama,Crime",47
Krystal,13-Apr-18,"Drama,Comedy",39
7 Minutes,26-Jun-15,"Drama,Thriller,Crime",35
"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",10-Sep-04,Documentary,54
Brubaker,20-Jun-80,"Drama,Crime",54
Big Bad Love,22-Feb-02,Drama,49
No Stranger Than Love,17-Jun-16,"Comedy,Romance",29
Stratton,05-Jan-18,"Action,Thriller",26
Gravity,04-Oct-13,"Sci-Fi,Drama,Mystery,Thriller",96
Avengers: Infinity War,27-Apr-18,"Action,Adventure,Sci-Fi,Fantasy",68
Transformers: Revenge of the Fallen,24-Jun-09,"Action,Adventure,Sci-Fi,Thriller",35
Kill Bill: Vol. 1,10-Oct-03,"Action,Thriller,Crime",69
The Great Gatsby,10-May-13,"Drama,Romance",55
Lady Bird,03-Nov-17,"Drama,Comedy",94
Pirates of the Caribbean: On Stranger Tides,20-May-11,"Action,Adventure,Fantasy",45
Knocked Up,01-Jun-07,"Comedy,Romance",85
Good Will Hunting,05-Dec-97,Drama,70
Resident Evil: Afterlife,10-Sep-10,"Action,Sci-Fi,Thriller,Horror",37
Transcendence,17-Apr-14,"Action,Sci-Fi,Drama,Mystery,Thriller",42
Mamma Mia!,18-Jul-08,"Comedy,Romance,Musical",51
Die Hard 2,02-Jul-90,"Action,Thriller,Crime",67
"4 Months, 3 Weeks and 2 Days",23-Jan-08,Drama,97
Kingdom of Heaven,06-May-05,"Action,Adventure,History",63
Disturbia,11-Apr-07,"Mystery,Thriller",62
Liar Liar,21-Mar-97,"Fantasy,Comedy",70
Life Is Beautiful,23-Oct-98,"Drama,Romance,War",59
The Florida Project,06-Oct-17,Drama,92
Fast & Furious,03-Apr-09,"Action,Drama,Thriller,Crime",46
The Hitman's Bodyguard,18-Aug-17,"Action,Comedy",47
Knight and Day,23-Jun-10,"Action,Thriller,Comedy",46
The Neon Demon,24-Jun-16,"Drama,Thriller,Horror",51
The Final Destination,28-Aug-09,"Thriller,Horror",30
Date Movie,17-Feb-06,"Comedy,Romance",11
That's My Boy,15-Jun-12,Comedy,31
Mortal Engines,14-Dec-18,"Action,Adventure,Sci-Fi,Thriller,Fantasy",44
Scary Movie 4,14-Apr-06,Comedy,40
Machete Kills,11-Oct-13,"Action,Thriller,Crime",41
Broken Flowers,05-Aug-05,"Drama,Mystery,Comedy",79
Bridget Jones's Diary,13-Apr-01,"Drama,Comedy,Romance",66
Lethal Weapon,06-Mar-87,"Action,Thriller,Crime",68
The Cat in the Hat,21-Nov-03,"Adventure,Comedy,Family",19
Contact,11-Jul-97,"Sci-Fi,Drama,Mystery,Thriller",62
Enemy of the State,16-Nov-98,"Action,Drama,Thriller",67
Land of the Lost,05-Jun-09,"Adventure,Sci-Fi,Comedy",32
Johnny English Reborn,21-Oct-11,Comedy,46
Mudbound,17-Nov-17,Drama,85
Raising Arizona,13-Mar-87,"Adventure,Mystery,Comedy,Crime",68
Eddie the Eagle,26-Feb-16,"Biography,Drama,History,Sport,Comedy",54
Son of Saul,18-Dec-15,"Drama,History,Thriller,Horror,War",91
The Astronaut's Wife,27-Aug-99,"Sci-Fi,Thriller,Horror",37
Halloween H20: 20 Years Later,05-Aug-98,"Drama,Thriller,Horror",52
Parker,25-Jan-13,"Action,Thriller,Crime",42
What Happened to Monday,18-Aug-17,"Action,Adventure,Sci-Fi,Drama,Mystery,Thriller,Crime",47
A Dog's Purpose,27-Jan-17,"Adventure,Drama,Fantasy,Comedy,Family",43
Duplicity,20-Mar-09,"Thriller,Romance",69
Nine Lives,05-Aug-16,"Fantasy,Comedy,Family",11
The Raven,27-Apr-12,"Mystery,Thriller",44
Free State of Jones,24-Jun-16,"Action,Biography,Drama,History,War",53
The Snowman,20-Oct-17,"Drama,Mystery,Thriller,Horror,Crime",23
That Awkward Moment,31-Jan-14,"Comedy,Romance",36
Love & Friendship,13-May-16,"Drama,Comedy,Romance",87
Rocky,03-Dec-76,"Drama,Sport",70
Next,27-Apr-07,"Action,Sci-Fi,Thriller,Fantasy,Romance",42
The Class,19-Dec-08,Drama,92
The Fan,16-Aug-96,"Drama,Sport,Thriller",32
Unicorn Store,05-Apr-19,"Drama,Fantasy,Comedy",44
Pitch Perfect 3,22-Dec-17,"Comedy,Music",40
Scoop,28-Jul-06,"Mystery,Fantasy,Comedy,Romance",48
Burnt,30-Oct-15,"Drama,Comedy",42
Street Kings,11-Apr-08,"Action,Drama,Thriller,Crime",55
Room 237,29-Mar-13,Documentary,80
A Good Year,10-Nov-06,"Drama,Comedy,Romance",47
The November Man,27-Aug-14,"Action,Thriller,Crime",38
Delivery Man,22-Nov-13,"Drama,Comedy",44
Southland Tales,14-Nov-07,"Sci-Fi,Drama,Thriller,Comedy",44
Soul Surfer,08-Apr-11,"Action,Drama,Sport",53
Smart People,11-Apr-08,"Drama,Comedy,Romance",57
Risen,19-Feb-16,"Action,Adventure,Drama,Mystery",51
How High,21-Dec-01,Comedy,29
Book of Shadows: Blair Witch 2,27-Oct-00,"Mystery,Thriller,Horror,Crime",15
Dinosaur,19-May-00,"Adventure,Thriller,Animation,Family",56
Escape from Planet Earth,15-Feb-13,"Adventure,Sci-Fi,Comedy,Animation,Family",35
Alex Cross,19-Oct-12,"Action,Mystery,Thriller,Crime",30
The Dead Zone,21-Oct-83,"Drama,Thriller,Fantasy",69
Dr T and the Women,13-Oct-00,"Drama,Comedy,Romance",64
The Roommate,04-Feb-11,"Drama,Thriller",23
Hoop Dreams,14-Oct-94,"Drama,Sport,Documentary",98
The Darkest Minds,03-Aug-18,"Sci-Fi,Thriller",39
No Good Deed,12-Sep-14,"Thriller,Horror,Crime",26
Wendy and Lucy,10-Dec-08,Drama,80
Hunter Killer,26-Oct-18,"Action,Thriller",43
Solomon Kane,28-Sep-12,"Action,Adventure,Fantasy",48
All the King's Men,22-Sep-06,"Drama,Thriller",37
"Run, Fatboy, Run",28-Mar-08,"Sport,Comedy,Romance",48
Tears of the Sun,07-Mar-03,"Action,Drama,Thriller,War",48
Zoom,11-Aug-06,"Action,Adventure,Sci-Fi,Family",26
The Trip,10-Jun-11,Comedy,82
Cave of Forgotten Dreams,29-Apr-11,"History,Documentary",86
"The Goods: Live Hard, Sell Hard",14-Aug-09,Comedy,39
"Game Over, Man!",23-Mar-18,"Action,Comedy",32
Goal! The Dream Begins,12-May-06,"Drama,Sport",53
The Brown Bunny,27-Aug-04,Drama,51
Sinbad: Legend of the Seven Seas,02-Jul-03,"Adventure,Fantasy,Animation,Family",48
Slums of Beverly Hills,14-Aug-98,"Drama,Comedy",69
All Dogs Go to Heaven,17-Nov-89,"Action,Adventure,Drama,Fantasy,Comedy,Animation,Family,Musical",50
Southside with You,26-Aug-16,"Biography,Drama,Romance",74
La Femme Nikita,08-Mar-91,"Action,Drama,Thriller,Romance,Crime",56
Factory Girl,29-Dec-06,"Biography,Drama",45
After the Dark,07-Feb-14,"Sci-Fi,Drama,Thriller,Fantasy",37
September Dawn,24-Aug-07,"Drama,History,Romance,Western",25
Kill Me Three Times,10-Apr-15,"Action,Thriller",30
Margaret,30-Sep-11,Drama,61
Boo! A Madea Halloween,21-Oct-16,"Drama,Horror,Comedy",30
The U.S. vs. John Lennon,15-Sep-06,"Biography,Documentary",64
Touch of Evil,01-Feb-58,"Drama,Thriller,Crime,Film-Noir",99
A Man Apart,04-Apr-03,"Action,Drama,Thriller,Crime",36
Bubba Ho-tep,26-Sep-03,"Mystery,Fantasy,Horror,Comedy",57
The Haunting of Molly Hartley,31-Oct-08,"Drama,Thriller,Horror",28
Candy,17-Nov-06,"Drama,Romance",57
Adore,06-Sep-13,Drama,37
Detention,13-Apr-12,"Horror,Comedy",45
Get a Job,25-Mar-16,Comedy,31
"20,000 Days on Earth",17-Sep-14,"Drama,Music,Documentary",83
The Kid,07-Jul-00,"Fantasy,Comedy,Family",45
Runaway Bride,30-Jul-99,"Comedy,Romance",39
Beijing Bicycle,25-Jan-02,Drama,61
I Am the Pretty Thing That Lives in the House,28-Oct-16,Thriller,68
Criminal Activities,20-Nov-15,"Drama,Thriller,Crime",51
Ong Bak 2,23-Oct-09,Action,47
Happythankyoumoreplease,04-Mar-11,"Drama,Comedy",45
Creepshow,12-Nov-82,"Fantasy,Horror,Comedy",59
A Home at the End of the World,23-Jul-04,"Drama,Romance",59
The Spy Who Loved Me,03-Aug-77,"Action,Adventure,Thriller",55
Phantasm,01-Jun-79,"Sci-Fi,Fantasy,Horror",72
Twelve and Holding,19-May-06,Drama,65
My Dog Skip,12-Jan-00,"Drama,Sport,Family",61
Beyond the Black Rainbow,18-May-12,"Sci-Fi,Mystery,Thriller",49
Demon,09-Sep-16,"Thriller,Horror,Comedy",80
Cabin Fever: Patient Zero,01-Aug-14,"Sci-Fi,Thriller,Horror",30
Old Fashioned,13-Feb-15,"Drama,Romance",29
Long Day's Journey Into Night,12-Apr-19,"Drama,Mystery",89
Beowulf & Grendel,07-Jul-06,"Action,Adventure,Drama,Fantasy",53
Sand Castle,21-Apr-17,"Drama,War",45
The Interrupters,29-Jul-11,Documentary,86
Adventures in Babysitting,03-Jul-87,"Action,Adventure,Thriller,Comedy,Romance,Crime,Family",45
Puncture,23-Sep-11,Drama,54
Eros,08-Apr-05,Drama,51
Knock Off,04-Sep-98,"Action,Thriller",37
Buzzard,06-Mar-15,"Drama,Comedy",77
The Dance of Reality,23-May-14,"Biography,Drama,Fantasy",76
Romancing the Stone,30-Mar-84,"Action,Adventure,Comedy,Romance",63
Stealing Beauty,14-Jun-96,"Drama,Romance",60
Witching and Bitching,13-Jun-14,"Horror,Comedy",73
A Perfect World,24-Nov-93,"Drama,Thriller,Crime",71
Last Night,05-Nov-99,"Sci-Fi,Drama",65
Max Manus,03-Sep-10,"Action,Biography,Drama,History,War",60
Pet,02-Dec-16,"Thriller,Horror",48
La mission,09-Apr-10,Drama,47
Very Good Girls,25-Jul-14,Drama,35
Western,25-Sep-15,"Western,Documentary",89
The Bubble,07-Sep-07,"Drama,Romance",61
Oliver & Company,18-Nov-88,"Adventure,Comedy,Animation,Family,Musical",58
Death Becomes Her,31-Jul-92,"Fantasy,Horror,Comedy",56
Michael Moore in TrumpLand,19-Oct-16,Documentary,56
Fay Grim,18-May-07,"Action,Thriller,Comedy",52
I Love Your Work,04-Nov-05,"Drama,Mystery",39
War of the Worlds: Goliath,07-Mar-14,"Action,Adventure,Sci-Fi,Animation",33
"Love, Wedding, Marriage",03-Jun-11,Comedy,13
A Film Unfinished,18-Aug-10,"Drama,History,Documentary",88
Kodachrome,20-Apr-18,Drama,57
South of the Border,25-Jun-10,Documentary,45
It's All About Love,29-Oct-04,"Sci-Fi,Drama,Thriller,Romance",32
Cape of Good Hope,11-Nov-05,"Drama,Comedy",59
Boarding Gate,21-Mar-08,"Drama,Thriller",47
Welcome to the Jungle,07-Feb-14,Comedy,25
Arctic Tale,25-Jul-07,"Family,Documentary",64
Elvira's Haunted Hills,13-Sep-02,"Horror,Comedy",48
Relaxer,22-Mar-19,"Fantasy,Comedy",82
A Talking Picture,10-Dec-04,"Drama,History,Comedy,War",75
Outrage,08-May-09,Documentary,64
Film Socialisme,01-Jun-11,Drama,64
Populaire,06-Sep-13,Comedy,58
Bread and Roses,11-May-01,Drama,57
A Ciambra,26-Jan-18,Drama,70
Strike a Pose,18-Jan-17,"Music,Documentary",58
The Oath,12-Oct-18,"Action,Drama,Thriller,Horror,Comedy",58
Black Rain,22-Sep-89,"Action,Thriller,Crime",56
The Second Chance,17-Feb-06,Drama,52
The Education of Charlie Banks,27-Mar-09,Drama,50
Al Franken: God Spoke,13-Sep-06,Documentary,49
Bringing Up Bobby,28-Sep-12,"Comedy,Family",34
Looking Glass,16-Feb-18,Thriller,33
Ten Canoes,01-Jun-07,"Adventure,Drama,Comedy",82
Strange Days,13-Oct-95,"Action,Sci-Fi,Drama,Thriller,Crime",66
The Accused,14-Oct-88,Drama,65
Metro Manila,22-Aug-14,"Action,Drama,Thriller,Crime",65
Angel Heart,06-Mar-87,"Mystery,Thriller,Horror",61
Staten Island Summer,24-Jul-15,Comedy,41
The Country Bears,26-Jul-02,"Comedy,Music,Family,Musical",37
The Slaughter Rule,08-Jan-03,"Drama,Sport",65
The Merry Gentleman,01-May-09,Drama,55
Haiku Tunnel,14-Sep-01,Comedy,51
The Walker,07-Dec-07,"Drama,Mystery,Crime",51
The Anarchist Cookbook,18-Jul-03,"Drama,Comedy,Romance",36
Run & Jump,24-Jan-14,Drama,71
The Muppets Take Manhattan,13-Jul-84,"Adventure,Drama,Comedy,Romance,Family,Musical",64
Hello I Must Be Going,07-Sep-12,"Drama,Comedy,Romance",62
What's Cooking?,27-Oct-00,"Drama,Comedy",57
Reality,30-Apr-15,Comedy,55
The Misfortunates,09-Apr-10,"Drama,Comedy",54
A Bag of Hammers,11-May-12,"Drama,Comedy",50
Ultrasuede: In Search of Halston,20-Jan-12,Documentary,34
Our Time Will Come,07-Jul-17,"Drama,War",82
Reds,25-Dec-81,"Biography,Drama,History,Romance",76
Notorious C.H.O.,28-Jun-02,Comedy,66
Sixty Six,01-Aug-08,"Biography,Drama,Comedy",57
Inner Demons,03-Oct-14,Horror,35
Ant-Man,17-Jul-15,"Action,Adventure,Sci-Fi,Thriller,Comedy",64
The Matrix,31-Mar-99,"Action,Adventure,Sci-Fi,Thriller",73
Thor: The Dark World,08-Nov-13,"Action,Adventure,Fantasy",54
American Hustle,13-Dec-13,"Drama,History,Thriller,Crime",90
Fifty Shades of Grey,13-Feb-15,"Drama,Romance,Adult",46
The Shape of Water,01-Dec-17,"Adventure,Drama,Thriller,Fantasy,Horror,Romance,War",87
Sherlock Holmes,25-Dec-09,"Action,Adventure,Mystery,Thriller,Crime",57
Wanted,27-Jun-08,"Action,Thriller,Crime",64
